Contraste minimal de la forme cyan	Cyan shape minimum contrast
Contraste minimal	Minimum contrast
Plus bas = davantage de zones extraites.	Lower = more areas extracted.
Couleurs selon le score	Color by priority score
Priorité / 100	Priority / 100
L’empilement se prépare à partir des images de l’analyse.	The stack is prepared from the analyzed images.
Empilement des photos. Faire glisser ou utiliser les flèches pour pivoter, molette ou touches plus et moins pour zoomer.	Photographic stack. Drag or use arrow keys to rotate; scroll or use plus and minus keys to zoom.
Glisser : rotation · molette : zoom · Z amplifié pour la lecture	Drag: rotate · scroll: zoom · Z exaggerated for clarity
Coupe dans l’empilement	Stack cross-section
Couche supérieure visible	Upper visible layer
Ouvrir la photo de cette couche ↗	Open this layer photograph ↗
Vue oblique	Oblique view
Vue de dessus	Top view
Bibliothèques publiques et provenance	Public image libraries and provenance
64 cylindres en 316H	64 cylinders in 316H
Ajouter une bibliothèque locale	Add a local image library
Dossier des images, avec ses sous-dossiers	Image folder, including subfolders
C:\Fabrications\Job_001	C:\Builds\Job_001
Parcourir…	Browse…
Nom de la bibliothèque	Library name
Par exemple : fabrication de septembre	For example: September build
Épaisseur de couche (µm)	Layer thickness (µm)
Première couche de référence	First reference layer
Z de cette couche (mm)	Z of this layer (mm)
Échelle des images	Image intensity range
Modèle de noms de fichiers	Filename pattern
Modèle personnalisé	Custom pattern
Adapter la lecture des noms et des sous-dossiers	Customize filename and subfolder matching
Expression avec les groupes camera, layer et phase	Expression with named groups camera, layer and phase
Correspondance des étapes (JSON)	Stage mapping (JSON)
Vérifier et ajouter ce dossier	Validate and add folder
Composer le rapport	Build your report
Fermer la préparation du rapport	Close report setup
01 · Choisir une mise en page	01 · Choose a layout
02 · Identifier la fabrication	02 · Identify the build
Nom du job	Job name
Ex. Lot 2026-09 · Échangeur HX-04	E.g. Build 2026-09 · HX-04 heat exchanger
Référence du rapport	Report reference
Rédigé par	Prepared by
Nom / équipe	Name / team
Matériau	Material
Alliage / lot poudre	Alloy / powder batch
Ordre des indications	Indication order
Chronologique	Chronological
Score décroissant	Highest score first
Conclusion / observations générales	Conclusion / general observations
Votre interprétation et les contrôles complémentaires à prévoir…	Your interpretation and any further checks to consider…
03 · Illustrer les indications retenues	03 · Illustrate retained indications
Inclure les vues 3D : oblique + dessus, forme cyan et indications retenues	Include 3D views: oblique + top, cyan shape and retained indications
Cadrage du volume	Volume region
Détail de l’aperçu 3D	3D preview detail
Rapide · jusqu’à 32 plans	Quick · up to 32 planes
Standard · jusqu’à 64 plans	Standard · up to 64 planes
Fin · jusqu’à 128 plans	Fine · up to 128 planes
Annuler la préparation	Cancel generation
Générer l’aperçu	Generate preview
Télécharger le rapport HTML	Download HTML report
Imprimer / PDF	Print / PDF
Aperçu du rapport personnalisé	Custom report preview
Reprendre l’animation	Resume animation
Mettre l’animation en pause	Pause animation
Reprendre	Resume
À venir	Coming soon
Disponible	Available
INSPECTER	INSPECT
COMPARER	COMPARE
Image entière	Full image
Étape non identifiée	Unidentified stage
Séquence paire · étape non identifiée	Even sequence · unidentified stage
Séquence impaire · étape non identifiée	Odd sequence · unidentified stage
Changement local	Local change
Dérive locale	Local drift
Luminosité globale	Global brightness
Dérive globale	Global drift
Écart au gris initial	Initial gray-level deviation
Retenue · commentaire	Retained · comment
Retenue	Retained
Écartée	Dismissed
Erreur de traitement	Processing error
Gros plans : même cadrage	Close-ups: matching crop
Vue d’ensemble	Overview
Fermer	Close
